cell_id,dataset_prefix,source_batch,n_cycles,Qdis_N,delta_Qdis,retention_ratio,slope_linear,variance_Qdis,range_Qdis,max_drop,std_diff,skewness_Qdis,slope_ratio,Qdis_cycle10,mean_diff,stored_cycle_life,q0,q0_source,eol_80pct_q0_cycle,eol_80pct_q0_label,is_censored_80pct_q0,eol_85pct_q0_cycle,eol_85pct_q0_label,is_censored_85pct_q0,eol_88ah_cycle,eol_88ah_label,is_censored_88ah,observed_cycle_count,gap_to_stored_cycle_life,needs_relabel,last_valid_qd,merge_status,kept_for_modeling,cycle_life
b2c28,matr,b2,100,1.0995919,0.009143300000000076,1.008384897738417,5.740212987013656e-05,6.086475407991037e-06,0.011847799999999964,0.00957129999999995,0.001707095290400963,-0.3701132987542816,1.915741015952488,1.0936617,9.329897959183751e-05,437.0,1.09018045,median_qd_cycles_2_to_5,440.0,440.0,0,416.0,416.0,0,437.0,437.0,0,456,-19.0,0,0.82741743,native,1,416.0
b2c29,matr,b2,100,1.1159806,0.012774400000000075,1.0115793402901472,0.0001200828880643241,1.3637129403599683e-05,0.015419300000000025,0.004469799999999857,0.0014849858400510188,0.15627185390667123,1.4230175583795144,1.1057531,0.00013035102040816402,452.0,1.1030163000000002,median_qd_cycles_2_to_5,451.0,451.0,0,432.0,432.0,0,452.0,452.0,0,470,-18.0,0,0.82541627,native,1,432.0
b2c3,matr,b2,100,1.1003293,0.004372700000000007,1.003989847773169,7.592857884973753e-05,9.174285315386098e-06,0.012060699999999924,0.00762839999999998,0.0017475720316623832,0.3478559513888546,-0.05096713157609941,1.0984287,4.4619387755102116e-05,499.0,1.0970362,median_qd_cycles_2_to_5,500.0,500.0,0,473.0,473.0,0,499.0,499.0,0,517,-18.0,0,0.82550967,native,1,473.0
b2c30,matr,b2,100,1.092545,-0.0020923999999999943,0.9980884994428292,-8.503881385279777e-05,1.1930602161324409e-05,0.015487800000000052,0.013076000000000088,0.001955018238771088,-0.39922684473667647,-1.6349121937809212,1.0984639,-2.1351020408163206e-05,412.0,1.0955093,median_qd_cycles_2_to_5,414.0,414.0,0,396.0,396.0,0,412.0,412.0,0,429,-17.0,0,0.82665932,native,1,396.0
b2c31,matr,b2,100,1.1006228,0.0016135999999999928,1.0014682315671242,3.979185899816047e-05,3.1576171404795604e-06,0.0075009000000001436,0.0032833000000001,0.0014608849056554254,0.02263591792657153,-0.15751415413127104,1.09855,1.6465306122448905e-05,425.0,1.0990029,median_qd_cycles_2_to_5,426.0,426.0,0,404.0,404.0,0,425.0,425.0,0,446,-21.0,0,0.82528561,native,1,404.0
b2c32,matr,b2,100,1.0874337,-0.0007219999999998894,0.9993364920112077,-5.5682572665417575e-05,9.217437341634588e-06,0.014750900000000122,0.012288100000000135,0.0017265723996342378,-1.495515669278531,-1.873257544316437,1.09124,-7.367346938774382e-06,809.0,1.088943,median_qd_cycles_2_to_5,811.0,811.0,0,778.0,778.0,0,809.0,809.0,0,834,-25.0,0,0.82744044,native,1,778.0
b2c33,matr,b2,100,1.0686773,-0.004597399999999974,0.9957164740769535,-0.00012531416326529325,0.000223561372932056,0.14895000000000003,0.1468545,0.020114672592359276,-9.323471062095107,10.66499997534177,1.0744437,-4.6912244897958914e-05,1140.0,1.0737388,median_qd_cycles_2_to_5,1161.0,1161.0,0,1100.0,1100.0,0,1140.0,1140.0,0,1190,-50.0,0,0.82506907,native,1,1100.0
b2c34,matr,b2,100,1.0644548,-0.0027188999999998575,0.9974522423106943,-5.4562957328379686e-05,4.357537008046111e-06,0.009229900000000013,0.007659900000000164,0.0008113441243867079,-1.4439554932170489,-42.3784753749223,1.0688004,-2.7743877551018955e-05,1186.0,1.0675536499999998,median_qd_cycles_2_to_5,1220.0,1220.0,0,1147.0,1147.0,0,1186.0,1186.0,0,1252,-66.0,0,0.82562441,native,1,1147.0
b2c35,matr,b2,100,1.0296415,-0.03934709999999986,0.96319221739128,0.00018185626196661893,0.01069310312975832,1.17418464,1.0315074,0.14878278222888347,9.360064337036967,-4.698363639105382,1.0655857,-0.00040150102040816183,,1.0688482499999998,median_qd_cycles_2_to_5,,424.0,1,64.0,64.0,0,,424.0,1,423,,0,0.88112044,native,1,64.0
b2c36,matr,b2,100,1.0034419,-0.06879329999999984,0.9358412221497673,-0.00017304703252936864,0.010222991551484678,1.1062013300000002,1.0098554,0.14501399375321233,9.026663529301183,-2.2475328180763263,1.0663357,-0.0007019724489795902,,1.07167425,median_qd_cycles_2_to_5,,281.0,1,67.0,67.0,0,,281.0,1,280,,0,0.88107425,native,1,67.0
b2c37,matr,b2,100,2.1673884,1.0839698000000002,2.000508759956678,0.0006596153919604316,0.011806744321688982,1.1686954100000002,0.0873105099999999,0.10948009955103992,9.848288176771469,-15.290247491879098,1.0849046,0.011060916326530614,,1.0837548,median_qd_cycles_2_to_5,,102.0,1,,102.0,1,,102.0,1,101,,0,2.1693008,native,1,102.0
b2c38,matr,b2,100,2.1622672,1.0779008,1.9940374397436145,0.0006026548002473899,0.011628330320806677,1.0877691,0.011930100000000055,0.10856640469053601,9.943036135999538,-121.69930275491808,1.0860128,0.010998987755102042,,1.08479165,median_qd_cycles_2_to_5,,102.0,1,,102.0,1,,102.0,1,101,,0,2.1653843,native,1,102.0
b2c39,matr,b2,100,2.1270139,1.0549509000000001,1.9840381582052549,0.0005717653840445366,0.011151013765627497,1.0632264,0.009313399999999916,0.1064025922774617,9.941455087336479,-1290.9031852146763,1.0737677,0.010764805102040817,,1.0726831,median_qd_cycles_2_to_5,,435.0,1,417.0,417.0,0,,435.0,1,434,,0,0.88120419,native,1,417.0
b2c4,matr,b2,100,1.0813601,-0.008614400000000133,0.9920966958401319,-6.742782807667963e-05,1.0331189739255245e-05,0.012412300000000043,0.007846999999999937,0.0017444973944318526,-0.5429139523785788,-0.3903807611493392,1.0907151,-8.790204081632788e-05,444.0,1.0897706500000002,median_qd_cycles_2_to_5,446.0,446.0,0,421.0,421.0,0,444.0,444.0,0,464,-20.0,0,0.82712674,native,1,421.0
b2c40,matr,b2,100,2.1616216,1.0776549000000002,1.994177127396995,0.0006366557897340908,0.011579505842558506,1.0825988000000002,0.008405400000000007,0.10816280728359266,9.947117562798216,130.98841652997416,1.0857954,0.010996478571428573,,1.08460085,median_qd_cycles_2_to_5,,460.0,1,436.0,436.0,0,,460.0,1,459,,0,0.88021344,native,1,436.0
b2c41,matr,b2,100,1.108752,0.00383319999999987,1.00346921420832,2.3998204081643843e-05,3.1119082497704328e-06,0.009534399999999943,0.007218000000000169,0.001363304565145649,-0.3604992524669887,3.9430397411376417,1.1056466,3.911428571428439e-05,442.0,1.10515715,median_qd_cycles_2_to_5,440.0,440.0,0,416.0,416.0,0,442.0,442.0,0,463,-21.0,0,0.82606894,native,1,416.0
b2c42,matr,b2,100,1.1133598,0.010915500000000078,1.0099011804950146,8.583347433519664e-05,1.1656566254076148e-05,0.01729360000000013,0.012632600000000105,0.001680755765684821,-0.08564016871538803,4.647216351542415,1.1048694,0.00011138265306122528,474.0,1.1028723,median_qd_cycles_2_to_5,472.0,472.0,0,447.0,447.0,0,474.0,474.0,0,497,-23.0,0,0.82577723,native,1,447.0
b2c43,matr,b2,100,1.0966223,-0.0008110999999999535,0.9992609118694583,-7.295969944339816e-05,1.0317849256818649e-05,0.01560539999999988,0.01342500000000002,0.00166549843668869,-1.6542823476482549,28.24326965497031,1.0997281,-8.276530612244423e-06,1029.0,1.1005713,median_qd_cycles_2_to_5,1028.0,1028.0,0,984.0,984.0,0,1029.0,1029.0,0,1061,-32.0,0,0.82532436,native,1,984.0
b2c44,matr,b2,100,1.0974951,0.000905099999999992,1.0008253768500532,-2.4462076685204973e-05,1.64890033474951e-06,0.0073977000000000626,0.007298600000000155,0.0012286656110287034,-1.4467871306132825,-5.091463417713112,1.098514,9.235714285714205e-06,841.0,1.09780235,median_qd_cycles_2_to_5,842.0,842.0,0,808.0,808.0,0,841.0,841.0,0,874,-33.0,0,0.82503617,native,1,808.0
b2c45,matr,b2,100,1.0995457,-0.003489400000000087,0.9968365467245783,-7.610656895484532e-05,6.911051583902255e-05,0.08328089999999988,0.08191780000000004,0.011261542350894164,-8.924045850212059,3.9552228259774083,1.1031003,-3.560612244898048e-05,997.0,1.1029977,median_qd_cycles_2_to_5,996.0,996.0,0,947.0,947.0,0,997.0,997.0,0,1027,-30.0,0,0.82734823,native,1,947.0
b2c46,matr,b2,100,1.0998453,-0.0010977000000000903,0.9990029456565871,1.9638269635137816e-05,5.3132598944168885e-06,0.011432699999999851,0.00796730000000001,0.0015207627044895354,-0.4286114405644448,3.4876073863328627,1.1016624,-1.1201020408164186e-05,503.0,1.1016553,median_qd_cycles_2_to_5,503.0,503.0,0,475.0,475.0,0,503.0,503.0,0,523,-20.0,0,0.82638663,native,1,475.0
b2c5,matr,b2,100,1.0760076,-0.02290649999999994,0.9791553316132717,-0.0001948491799628852,0.00016650875143199258,0.12146649999999992,0.11450389999999988,0.015608060019927556,-6.354383689741809,0.10311633805560323,1.0987128,-0.00023373979591836676,416.0,1.0989053,median_qd_cycles_2_to_5,416.0,416.0,0,375.0,375.0,0,416.0,416.0,0,445,-29.0,0,0.8261537,native,1,375.0
b2c6,matr,b2,100,1.090597,0.002035299999999962,1.001869714872386,6.243813358071642e-05,8.388339820724391e-06,0.012502800000000036,0.00462779999999996,0.0015749920350687332,0.48178520681855175,-0.6772902915150459,1.0903428,2.076836734693839e-05,393.0,1.08936235,median_qd_cycles_2_to_5,398.0,398.0,0,374.0,374.0,0,393.0,393.0,0,409,-16.0,0,0.82940364,native,1,374.0
b2c7,matr,b2,100,1.09727,0.006792399999999921,1.0062288303767082,5.346993939394844e-05,6.0384487435526636e-06,0.017952599999999874,0.011762300000000003,0.0021921182543184693,1.500282249178367,11.927579912345635,1.0903423,6.931020408163184e-05,777.0,1.09111585,median_qd_cycles_2_to_5,782.0,782.0,0,747.0,747.0,0,777.0,777.0,0,806,-29.0,0,0.8264814,native,1,747.0
b2c8,matr,b2,100,1.0909338,0.00030090000000004835,1.0002758948496786,-4.81292107606561e-05,0.00014779943295724758,0.12315096999999997,0.12183536999999989,0.017045528613472017,-9.728774116855625,1.443966550535919,1.0917038,3.0704081632657993e-06,904.0,1.09091235,median_qd_cycles_2_to_5,910.0,910.0,0,863.0,863.0,0,904.0,904.0,0,947,-43.0,0,0.8255862,native,1,863.0
b2c9,matr,b2,100,1.0975486,0.00257710000000011,1.0023535772392251,-3.1789604205310855e-05,3.493314452543568e-06,0.009695099999999846,0.004258699999999838,0.0010655347788742567,-1.582821938469956,-2.0162628122011723,1.0985823,2.6296938775511324e-05,791.0,1.09725765,median_qd_cycles_2_to_5,792.0,792.0,0,761.0,761.0,0,791.0,791.0,0,819,-28.0,0,0.82610458,native,1,761.0
b3c0,matr,b3,100,1.0510046,-0.0015944999999999432,0.9984851782601752,-9.04169202224734e-06,4.417451669429668e-06,0.006453900000000123,0.0015519999999999978,0.000579688236091708,-0.6980074029814262,-0.09495912762531925,1.0534712,-1.6270408163264728e-05,,1.0531094,median_qd_cycles_2_to_5,,814.0,1,,814.0,1,,814.0,1,813,,0,1.0255854,native,1,814.0
b3c1,matr,b3,100,0.9329316,-0.031750500000000015,0.9670870849578322,-0.0003835172445268905,0.00012163018966782937,0.0344913,0.0009334699999999918,0.00037293749188500446,0.046864114053886595,0.9096976345746962,0.96610409,-0.00032398469387755115,,0.96712121,median_qd_cycles_2_to_5,,241.0,1,,241.0,1,,241.0,1,240,,0,0.88019198,native,1,241.0
